"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Termo Aditivo";"Data Publicação";"Objeto"
"001232023";"26000";"Ministério da Educação";"26239";"Universidade Federal do Pará";"153063";"UNIVERSIDADE FEDERAL DO PARA";"000022024";"24/09/2024";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO ESPECÍFICO O REMANEJAMENTO FINANCEIRO ENTRE RUBRICAS, FEITO DA SEGUINTE FORMA: A) DA RUBRICA DE SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA (33.90.39), PARA A RUBRICA DE BOLSA ENSINO (33.90.18), O VALOR DE R$ 40.775,00 (QUARENTA MIL, SETECENTOS E SETENTA E CINCO REAIS); B) DA RUBRICA DE SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA (33.90.39), PARA A RUBRICA DE DIÁRIAS NACIONAIS (33.90.14), O VALOR DE R$ 10.000,00 (DEZ MIL REAIS), REFERENTE AO PROJETO: ANÁLISE DA DI"
"001252023";"26000";"Ministério da Educação";"26239";"Universidade Federal do Pará";"153063";"UNIVERSIDADE FEDERAL DO PARA";"000012024";"02/05/2024";"Objetivo: PRORROGAÇÃO DO PRAZO DE VIGÊNCIA DO OCNTRATO ORIGINAL E REMANEJAMENTO DE RUBRICA REFERENTE AO PROJETO PROJETO GAIA - GÊNERO, AGROECOLOGIA E IGUALDADE NA AMAZÔNIA MULHERES DO CAMPO, DA CIDADE, DA FLORESTA E DAS ÁGUAS COM JUSTIÇA SOCIAL E SUSTENTABILIDADE NA AMAZÔNIA TOCANTINA"
"001292023";"26000";"Ministério da Educação";"26239";"Universidade Federal do Pará";"153063";"UNIVERSIDADE FEDERAL DO PARA";"000012024";"20/06/2024";"Objetivo: REMANEJAMENTO FINANCEIRO DE RUBRICAS REFERENTE AO PROJETO: PROGRAMA DE FORMAÇÃO CONTINUADA PARA PROFISSIONAIS DA EDUCAÇÃO BÁSICA NA PERSPECTIVA DA EDUCAÇÃO INTEGRAL EM TEMPO INTEGRAL - UFPA- REGIÃO NORTE"
"000182023";"26000";"Ministério da Educação";"26240";"Universidade Federal da Paraíba";"153065";"UNIVERSIDADE FEDERAL DA PARAIBA";"000012024";"02/02/2024";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO A SEGUINTE RETIFICAÇÃO TEXTUAL: EM RETIFICAÇÃO À CLÁUSULA QUINTA - PREÇO, NO ITEM 5.1., ONDE SE LÊ: 'O VALOR TOTAL DA CONTRATAÇÃO É DE R$ 376.000,00 (TREZENTOS E SETENTA E SEIS MIL REAIS)', LEIA-SE O SEGUINTE TEXTO: '5.1. O VALOR TOTAL DA CONTRATAÇÃO É DE R$ 376.600,00 (TREZENTOS E SETENTA E SEIS MIL E SEISCENTOS REAIS)'."
"000032024";"26000";"Ministério da Educação";"26241";"Universidade Federal do Paraná";"153079";"UNIVERSIDADE FEDERAL DO PARANA";"000012024";"29/05/2024";"Objetivo: ACRÉSCIMO QUANTITATIVO CONSISTENTE EM UMA (01) UNIDADE DO INSUMO RELÓGIO PONTO BIOMÉTRICO PARA O SETOR PALOTINA"
"000032024";"26000";"Ministério da Educação";"26241";"Universidade Federal do Paraná";"153079";"UNIVERSIDADE FEDERAL DO PARANA";"000022024";"02/10/2024";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO A SEGUINTE ALTERAÇÃO CONTRATUAL: ACRÉSCIMO QUALITATIVO CONSISTENTE EM 3 (TRÊS) UNIDADES DO INSUMO BOBINA DE 2,0KG DE FIO DE NYLON 3.0MM, COM PERIODICIDADE DE ENTREGA DE 24 MESES, PARA O SETOR PALOTINA, O QUE EQUIVALE A 0,04% DO VALOR INICIAL ATUALIZADO DO CONTRATO, COM FUNDAMENTO NO ART. 124, DA LEI 14.133/21."
"000972023";"26000";"Ministério da Educação";"26242";"Universidade Federal de Pernambuco";"153080";"UNIVERSIDADE FEDERAL DE PERNAMBUCO";"000012024";"21/05/2024";"Objetivo: O PRESENTE ADITIVO TEM POR OBJETO PRORROGAR, COM FULCRO NO ART. 57, § 1º, INCISOS I E IV DA LEI Nº 8.666/93 E NA CLÁUSULA SEGUNDA CONTRATUAL, POR MAIS 30 (TRINTA) DIAS, O PRAZO DE EXECUÇÃO DO CONTRATO ORA ADITADO, CORRESPONDENTE AO PERÍODO DE 21/05/2024 ATÉ 19/06/2024, CONFORME CRONOGRAMA FÍSICO-FINANCEIRO QUE INTEGRA ESTE INSTRUMENTO (ANEXO I), RESTANDO O PRAZO DE VIGÊNCIA PRORROGADO ATÉ 02/10/2024, CONSIDERANDO OS 15 (QUINZE) E OS 90 (NOVENTA) DIAS NECESSÁRIOS, RESPECTIVAMENTE, AOS RECEBI"
"000972023";"26000";"Ministério da Educação";"26242";"Universidade Federal de Pernambuco";"153080";"UNIVERSIDADE FEDERAL DE PERNAMBUCO";"000022024";"21/06/2024";"Objetivo: PRORROGAR, COM FULCRO NO ART. 57, § 1º,INCISO IV DA LEI Nº 8.666/93 E NA CLÁUSULA SEGUNDA CONTRATUAL, POR MAIS 15 (QUINZE) DIAS, O PRAZO DE EXECUÇÃO DO CONTRATO ORA ADITADO, CORRESPONDENTE AO PERÍODO DE 20/06/2024 ATÉ 04/07/2024, CONFORME CRONOGRAMA FÍSICO-FINANCEIRO QUE INTEGRA ESTE INSTRUMENTO (ANEXO I), RESTANDO O PRAZO DE VIGÊNCIA PRORROGADO ATÉ 17/10/2024, CONSIDERANDO OS 15 (QUINZE) E OS 90 (NOVENTA) DIAS NECESSÁRIOS, RESPECTIVAMENTE, AOS RECEBIMENTOS PROVISÓRIO E DEFINITIVO DA OBRA,"
"000972023";"26000";"Ministério da Educação";"26242";"Universidade Federal de Pernambuco";"153080";"UNIVERSIDADE FEDERAL DE PERNAMBUCO";"000032024";"04/07/2024";"Objetivo: I) PRORROGAR, COM FULCRO NO ART. 57, § 1º, INCISO IV DA LEI Nº 8.666/93 E NA CLÁUSULA SEGUNDA CONTRATUAL, POR MAIS 60 (SESSENTA) DIAS, O PRAZO DE EXECUÇÃO DO CONTRATO ORA ADITADO, CORRESPONDENTE AO PERÍODO DE 05/07/2024 ATÉ 02/09/2024II); ALTERAR O CONTRATO, CONFORME ITENS A E B) DO OBJETO CONTRATUAL."
"000972023";"26000";"Ministério da Educação";"26242";"Universidade Federal de Pernambuco";"153080";"UNIVERSIDADE FEDERAL DE PERNAMBUCO";"000042024";"29/08/2024";"Objetivo: ALTERAR O CONTRATO, TENDO POR FUNDAMENTO LEGALO PERMISSIVO NO INCISO I (A) E (B) DO ART. 65 C/C ART. 58, I, DA LEI Nº 8.666/93 E NA CLÁUSULA DÉCIMA QUARTA CONTRATUAL, PARA ACRESCENTAR QUANTITATIVO NOS SEGUINTES SUBITENS, PREVISTOS ORIGINALMENTE NA PLANILHA DE PREÇOS DOS SERVIÇOS E QUANTITATIVOS, 3.4 E 4.5."
"107832023";"26000";"Ministério da Educação";"26243";"Universidade Federal do Rio Grande do Norte";"153103";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"000012024";"03/09/2024";"Objetivo: CONSTITUI OBJETO DO PRESENTE TERMO ADITIVO AO CONTRATO Nº 10783.21.1423 - UFRN/FUNPEC, PRORROGAR O FINAL DA VIGÊNCIA PARA 31/07/2025, CONFORME PLANO DE TRABALHO."
"108272024";"26000";"Ministério da Educação";"26243";"Universidade Federal do Rio Grande do Norte";"153103";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"000122024";"18/10/2024";"Objetivo: CONSTITUI OBJETO DO PRESENTE TERMO ADITIVO AO CONTRATO Nº 10827.22.1424 UFRN/FUNPEC, PRORROGAR O FINAL DA VIGÊNCIA PARA 31/03/2025, ALOCAR RECURSOS FINANCEIROS ADICIONAIS, INCLUIR METAS E ALTERAR AS CLÁUSULAS QUARTA E OITAVA DO CONTRATO, CONFORME PLANO DE TRABALHO."
"000262023";"26000";"Ministério da Educação";"26244";"Universidade Federal do Rio Grande do Sul";"153114";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"000012024";"21/02/2024";"Objetivo: ACRÉSCIMO QUANTITATIVO CONSISTENTE NA INCLUSÃO DE 03 (TRÊS) POSTOS DE AUXILIAR AGROPECUÁRIO PARA A FAVET, CONFORME TABELA ABAIXO E ESTUDO TÉCNICO PRELIMINTAR NO DOC. SEI 5466425, NO VALOR MENSAL DE R$ 14.407,53 (QUATORZE MIL QUATROCENTOS E SETE REAIS E CINQUENTA E TRÊS CENTAVOS), O QUE EQUIVALE A 8,53 % DO VALOR INICIAL ATUALIZADO DO CONTRATO SUPRACITADO, COM FUNDAMENTO NO ART. 124, INCISO I, LETRA 'B', DA LEI 14.133/21."
"000262023";"26000";"Ministério da Educação";"26244";"Universidade Federal do Rio Grande do Sul";"153114";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"000022024";"20/05/2024";"Objetivo: ACRÉSCIMO QUANTITATIVO DE VALOR DECORRENTE DA ALTERAÇÃO DE POSTOS DE AUXILIAR AGROPECUÁRIO, CONFORME TABELA ABAIXO E ESTUDO TÉCNICO PRELIMINTAR NO DOC. SEI 5778883, NO VALOR MENSAL DE R$ 76,73 (SETENTA E SEIS REAIS E SETENTA E TRÊS CENTAVOS), O QUE EQUIVALE A 0,05 % DO VALOR INICIAL ATUALIZADO DO CONTRATO"
"000332023";"26000";"Ministério da Educação";"26244";"Universidade Federal do Rio Grande do Sul";"153114";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"000012024";"29/10/2024";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO A PRORROGAÇÃO DO PRAZO DE VIGÊNCIA DO CONTRATO SUPRACITADO POR MAIS 12 (DOZE) MESES, A PARTIR DE 27/12/2024 ATÉ 27/12/2025, PODENDO SER PRORROGADO SUCESSIVAMENTE, RESPEITADA A VIGÊNCIA MÁXIMA DECENAL, NA FORMA DO ARTIGO 107 DA LEI Nº 14.133, DE 2021."
"000362023";"26000";"Ministério da Educação";"26244";"Universidade Federal do Rio Grande do Sul";"153114";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"000012024";"08/10/2024";"Objetivo: PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO ORIGINÁRIO, POR 12 (DOZE) MESES, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 22/12/2024 A 22/12/2025. ACRESCENTAR 25% DO VALOR INICIAL ATUALIZADO DO CONTRATO, A PARTIR DA DATA DE ASSINATURA DESTE INSTRUMENTO, EQUIVALENTE A R$ 56.625,03 (CINQUENTA E SEIS MIL SEISCENTOS E VINTE E CINCO REAIS E TRÊS CENTAVOS), NOS MOLDES DO ART. 65, INCISO I, ALÍNEA 'B', § 1º, DA LEI N.º 8.666/1993"
"000012024";"26000";"Ministério da Educação";"26245";"Universidade Federal do Rio de Janeiro";"153115";"UNIVERSIDADE FEDERAL DO RIO DE JANEIRO";"000012024";"04/09/2024";"Objetivo: ACRESCER, 01 (UM) POSTO DE SERVIÇO DE COPEIRAGEM DIURNO - 44H SEGUNDA A SEXTA, PARA ATENDIMENTO AO GABINETE DO REITOR."
"000612023";"26000";"Ministério da Educação";"26245";"Universidade Federal do Rio de Janeiro";"153115";"UNIVERSIDADE FEDERAL DO RIO DE JANEIRO";"000012024";"20/05/2024";"Objetivo: PRORROGAR O PRAZO DE VIGÊNCIA CONTRATUAL POR UM PERÍODO DE 60 DIAS CONSECUTIVOS, CONFORME PREVISTO NA CLÁUSULA SEGUNDA DO INSTRUMENTO CONTRATUAL E ARTIGO 111, DA LEI Nº 14.133/21; PROMOVER ACRÉSCIMO QUANTITATIVO AO CONTRATO, NO PERCENTUAL APROXIMADO DE 8,03% EM RELAÇÃO AO VALOR ORIGINALMENTE CONTRATADO, SEGUNDO PREVISÃO NA CLÁUSULA DÉCIMA QUINTA DO INSTRUMENTO CONTRATUAL E ARTIGO 124, INCISO I, ALÍNEA 'B' E ARTIGO 125, DA LEI Nº 14.133/21; PROMOVER ACRÉSCIMO QUALITATIVO AO CONTRATO, REFERE"
"000612023";"26000";"Ministério da Educação";"26245";"Universidade Federal do Rio de Janeiro";"153115";"UNIVERSIDADE FEDERAL DO RIO DE JANEIRO";"000022024";"09/07/2024";"Objetivo: PRORROGAR O PRAZO DE VIGÊNCIA CONTRATUAL POR UM PERÍODO DE 60 (SESSENTA) DIAS CONSECUTIVOS, CONFORME PREVISTO NA CLÁUSULA SEGUNDA DO INSTRUMENTO CONTRATUAL E ARTIGO 111, DA LEI Nº 14.133/21;"
"000612023";"26000";"Ministério da Educação";"26245";"Universidade Federal do Rio de Janeiro";"153115";"UNIVERSIDADE FEDERAL DO RIO DE JANEIRO";"000032024";"26/09/2024";"Objetivo: PRORROGAR O PRAZO DE VIGÊNCIA CONTRATUAL POR UM PERÍODO DE 60 DIAS CONSECUTIVOS, CONFORME PREVISTO NA CLÁUSULA SEGUNDA DO INSTRUMENTO CONTRATUAL E ARTIGO 111, DA LEI Nº 14.133/21; PROMOVER ACRÉSCIMO QUANTITATIVO AO CONTRATO, NO PERCENTUAL APROXIMADO DE 0,48% EM RELAÇÃO AO VALOR ORIGINALMENTE CONTRATADO, SEGUNDO PREVISÃO NA CLÁUSULA DÉCIMA QUINTA DO INSTRUMENTO CONTRATUAL E ARTIGO 124, INCISO I, ALÍNEA 'B' E ARTIGO 125, DA LEI Nº 14.133/21; PROMOVER ACRÉSCIMO QUALITATIVO AO CONTRATO, REFERE"
"000612023";"26000";"Ministério da Educação";"26245";"Universidade Federal do Rio de Janeiro";"153115";"UNIVERSIDADE FEDERAL DO RIO DE JANEIRO";"000042024";"27/11/2024";"Objetivo: PRORROGAR O PRAZO DE VIGÊNCIA CONTRATUAL POR UM PERÍODO DE 45 DIAS CONSECUTIVOS; PROMOVER ACRÉSCIMO QUANTITATIVO AO CONTRATO, NO PERCENTUAL APROXIMADO DE 8,32% EM RELAÇÃO AO VALOR ORIGINALMENTE CONTRATADO; PROMOVER ACRÉSCIMO QUALITATIVO AO CONTRATO, REFERENTE A SERVIÇOS NOVOS, IDENTIFICADOS COMO SENDO NECESSÁRIOS À EXECUÇÃO DO OBJETO DA CONTRATAÇÃO; PROMOVER ACRÉSCIMO QUANTITATIVO AO CONTRATO, NO PERCENTUAL APROXIMADO DE 5,47% EM RELAÇÃO AO VALOR ORIGINALMENTE CONTRATADO; PROMOVER A INC"
"000112023";"26000";"Ministério da Educação";"26245";"Universidade Federal do Rio de Janeiro";"153150";"INSTITUTO PUERIC. PED MAT. GESTEIRA DA UFRJ";"000242024";"08/08/2024";"Objetivo: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE VETORES, PRAGAS URBANAS E INSETOS NAS INSTALAÇÕES DO INSTITUTO DE PUERICULTURA E PEDIATRIA MARTAGÃO GESTEIRA - IPPMG"
"000152023";"26000";"Ministério da Educação";"26245";"Universidade Federal do Rio de Janeiro";"153150";"INSTITUTO PUERIC. PED MAT. GESTEIRA DA UFRJ";"000092024";"11/04/2024";"Objetivo: CONTRATAÇÃO DE EMPRESA PARA LOCAÇÃO COM MANUTENÇÃO PREVENTIVA E CORRETIVA DE PROCESSADOR AUTOMÁTICO PARA BIOLOGIA MOLECULAR AUTOMATIZADO E AQUISIÇÃO DE INSUMOS"
"000162023";"26000";"Ministério da Educação";"26245";"Universidade Federal do Rio de Janeiro";"153150";"INSTITUTO PUERIC. PED MAT. GESTEIRA DA UFRJ";"000182024";"07/06/2024";"Objetivo: CONTRATAÇÃO DE EMPRESA PARA LOCAÇÃO COM ASSESSORIA TÉCNICA E CIENTÍFICA, COM MANUTENÇÃO PREVENTIVA E CORRETIVA DE ANALISADOR DE IMUNOLOGIA MULTIPARAMÉTRICO AUTOMATIZADO, PARA REALIZAÇÃO DE EXAMES IMUNOLÓGICOS, COM FORNECIMENTO DE REAGENTES E DE TODOS OS MATERIAIS DE SUPORTE PARA REALIZAÇÃO DOS EXAMES"
"000012022";"26000";"Ministério da Educação";"26245";"Universidade Federal do Rio de Janeiro";"153155";"MATERNIDADE ESCOLA DA UFRJ";"000102024";"08/02/2024";"Objetivo: PRESTAÇÃO DE SERVIÇO DE ESTERILIZAÇÃO DE MATERIAIS HOSPITALARES."
"002682023";"26000";"Ministério da Educação";"26246";"Universidade Federal de Santa Catarina";"153163";"UNIVERSIDADE FEDERAL DE SANTA CATARINA";"000012024";"20/05/2024";"Objetivo: EXECUÇÃO DOS SERVIÇOS ADICIONAIS NO VALOR DE R$ 64.350,00 (SESSENTA E QUATRO MIL, TREZENTOS E CINQUENTA REAIS) SERVIÇOS ESTES DISCRIMINADOS NO 'ANEXO Nº 01'."
"002682023";"26000";"Ministério da Educação";"26246";"Universidade Federal de Santa Catarina";"153163";"UNIVERSIDADE FEDERAL DE SANTA CATARINA";"000022024";"27/08/2024";"Objetivo: SERVIÇOS ADICIONAIS NO VALOR DE R$ 3.292,81 (TRÊS MIL DUZENTOS E NOVENTA E DOIS REAIS E OITENTA E UM CENTAVOS.) E A SUPRESSÃO DE SERVIÇOS NO VALOR R$ 6.614,61 (SEIS MIL SEISCENTOS E QUATORZE REAIS E SESSENTA E UM CENTAVOS). PORTANTO, O VALOR GLOBAL DO CONTRATO SERÁ REDUZIDO EM R$ 3.321,80 (TRÊS MIL TREZENTOS E VINTE E UM REAIS E OITENTA CENTAVOS.)."
"001232023";"26000";"Ministério da Educação";"26247";"Universidade Federal de Santa Maria";"153164";"UNIVERSIDADE FEDERAL DE SANTA MARIA";"000012024";"19/02/2024";"Objetivo: FICAM SUPRIMIDOS DO OBJETO CONTRATUAL, PREVISTO NA CLÁUSULA PRIMEIRA DO CONTRATO AS SEGUINTES VAGAS: 01 VAGA DE IMPRESSOR DE OFF-SET E 01 VAGA DE ENCADERNADOR MANUAL CONFORME MEMORANDO 001 IU. O PRESENTE ADITIVO IMPORTA EM SUPRESSÃO DO VALOR CONTRATUAL, NA ORDEM DE R$ 8.911,35 AO MÊS E DE R$ 106.936,20. O VALOR DO CONTRATO MENSAL PASSA SER DE R$ 22.755,32 AO MÊS E PARA R$ 273.063,80 AO ANO."
"001232023";"26000";"Ministério da Educação";"26247";"Universidade Federal de Santa Maria";"153164";"UNIVERSIDADE FEDERAL DE SANTA MARIA";"000022024";"17/07/2024";"Objetivo: CONFORME RESULTADO DA ANÁLISE DO PEDIDO DE REPACTUAÇÃO DO PROCESSO ELETRÔNICO N. 23081.006954/2024-54, O CONTRATO FOI REEQUILIBRADO DE ACORDO COM CCT/2024 DO SINDICATO DAS EMPRESAS DE ASSEIO E CONSERVAÇÃO DO ESTADO DO RS, COM REGISTRO NO MTE EM 10/01/2024 SOB O Nº RS000042/2024, QUE REAJUSTOU OS SALÁRIOS E OUTROS BENEFÍCIOS COM DATA BASE 01.01.2024. E A PARTIR DE 01.02.2024 - REAJUSTE DA CONTRIBUIÇÃO MENSAL DAS EMPRESAS PARA O 'PLANO DE BENEFÍCIO SOCIAL AMILIAR'E CONCESSÃO DO ADICIONAL DE "
"001382023";"26000";"Ministério da Educação";"26247";"Universidade Federal de Santa Maria";"153164";"UNIVERSIDADE FEDERAL DE SANTA MARIA";"000012024";"22/08/2024";"Objetivo: CONFORME SOLICITADO NO MEMORANDO N. 024/2024 - ED, PROCESSO PEN 23081.085740/2024-36, FICAM ALTERADOS OS ITENS 01 E 03.O PRESENTE ADITIVO IMPORTA EM ACRÉSCIMO DE R$ 3.250,00 ENSAIS E R$ 39.000,00 ANUAIS. O VALOR ANUAL ATUALIZADO DO CONTRATO PASSA A SER DE R$ 321.720,00 E NO PERÍODO DE VINTE E QUATRO MESES R$ 643.440,00."
"000272023";"26000";"Ministério da Educação";"26258";"Universidade Tecnológica Federal do Paraná";"153176";"UTFPR - CAMPUS CORNELIO PROCOPIO";"000012024";"26/11/2024";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO A ALTERAÇÃO DA 'CLÁUSULA SEGUNDA - VIGÊNCIA E PRORROGAÇÃO' DO CONTRATO Nº 27/2023"
"000332023";"26000";"Ministério da Educação";"26258";"Universidade Tecnológica Federal do Paraná";"153176";"UTFPR - CAMPUS CORNELIO PROCOPIO";"000012024";"26/11/2024";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO A ALTERAÇÃO DA 'CLÁUSULA SEGUNDA - VIGÊNCIA E PRORROGAÇÃO' DO CONTRATO Nº 33/2023"
"000012024";"26000";"Ministério da Educação";"26258";"Universidade Tecnológica Federal do Paraná";"153177";"UTFPR - CAMPUS PATO BRANCO";"000012024";"03/07/2024";"Objetivo: ALTERAÇÃO DAS CLÁUSULAS TERCEIRA - DOS RECURSOS FINANCEIROS E SÉTIMA DA VIGÊNCIA E DO PRAZO."
"000402023";"26000";"Ministério da Educação";"26258";"Universidade Tecnológica Federal do Paraná";"153178";"UTFPR - CAMPUS PONTA GROSSA";"000012024";"25/04/2024";"Objetivo: CONSTITUI OBJETO DO PRESENTE TERMO ADITIVO A ALTERAÇÃO DA CLÁUSULA SEGUNDA - VIGÊNCIA E PRORROGAÇÃO, QUE PASSA A VIGORAR CONFORME A SEGUIR: '2.1 - O PRAZO DE VIGÊNCIA DA CONTRATAÇÃO É DE 06/02/2024 ATÉ 05/07/2024, SENDO 120 (CENTO E VINTE) DIAS O TEMPO PARA EXECUÇÃO DOS SERVIÇOS, CONTADOS DE 06/02/2024, NA FORMA DO ARTIGO 105 DA LEI Nº 14.133, DE 2021.'"
"006572023";"26000";"Ministério da Educação";"26238";"Universidade Federal de Minas Gerais";"153289";"FACULDADE DE MEDICINA/UFMG";"000012024";"30/10/2024";"Objetivo: PRORROGAÇÃO DA VIGÊNCIA CONTRATUAL, DE 29 DE OUTUBRO DE 2024 A 31 DE MAIO DE 2025"
"000012021";"26000";"Ministério da Educação";"26290";"Instituto Nacional de Estudos e Pesquisas Edu";"153978";"INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS";"000012021";"30/08/2021";"Objetivo: PRORROGAÇÃO DA VIGÊNCIA DO CONTRATO Nº 01/2021, POR MAIS 06 (SEIS) MESES E A ALTERAÇÃO CONTRATUAL FUNDAMENTADO NA ALÍNEA A E B, INCISO II, DO ART. 65, DA LEI Nº 8.666 DE 21 DE JUNHO DE 1993, COM A CONSEQUENTE ALTERAÇÃO DA CLÁUSULA: SEGUNDA - VIGÊNCIA."
"000022024";"26000";"Ministério da Educação";"26269";"Universidade Federal do Estado do Rio de Jane";"154034";"UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ";"000012024";"16/05/2024";"Objetivo: PRORROGAR O PRAZO DE VIGÊNCIA DO CONTRATO Nº. 02/2024 DO DIA 11 DE MAIO DE 2024 ATÉ O DIA 11 DE NOVEMBRO DE 2024 (CONFORME DESPACHO SEI Nº.0041996)."
"000022024";"26000";"Ministério da Educação";"26269";"Universidade Federal do Estado do Rio de Jane";"154034";"UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ";"000022024";"13/11/2024";"Objetivo: PRORROGAR O PRAZO DE VIGÊNCIA DO CONTRATO Nº. 02/2024POR MAIS 180 (CENTO E OITENTA) DIAS, DO DIA 11/11/2024 AO DIA 10/05/2025, CONFORME ORIENTAÇÃO DA EQUIPE DE FISCALIZAÇÃO DO CONTRATO (SEI 0092412)."
"011012024";"26000";"Ministério da Educação";"26271";"Fundação Universidade de Brasília";"154040";"FUNDACAO UNIVERSIDADE DE BRASILIA - UNB";"000012024";"13/09/2024";"Objetivo: PRORROGAÇÃO DO PRAZO DE EXECUÇÃO, BEM COMO ACRÉSCIMO DO VALOR GLOBAL DO CONTRATO"
"011102023";"26000";"Ministério da Educação";"26271";"Fundação Universidade de Brasília";"154040";"FUNDACAO UNIVERSIDADE DE BRASILIA - UNB";"000012024";"28/08/2024";"Objetivo: PRORROGAÇÃO DO PRAZO DE EXECUÇÃO EM 1 (UM) MÊS E DO PRAZO DE VIGÊNCIA EM 3 (TRÊS) MESES DO CONTRATO Nº 1110/2023 INFRA/UNB, BEM COMO SUPRESSÃO DO VALOR GLOBAL DO CONTRATO"
"130272023";"26000";"Ministério da Educação";"26271";"Fundação Universidade de Brasília";"154040";"FUNDACAO UNIVERSIDADE DE BRASILIA - UNB";"000012024";"31/01/2024";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO SUPLEMENTAR O VALOR DO CONTRATO FIRMADO ENTRE AS PARTES EM 05/01/2024, VISANDO O APOIO DA FINATEC À EXECUÇÃO E DESENVOLVIMENTO DO PROJETO DE EXTENSÃO 'CONFERÊNCIA NACIONAL DE EDUCAÇÃO - CONAE - EDIÇÃO 2024', ORIUNDO DO TERMO DE EXECUÇÃO DESCENTRALIZADA Nº 12880, CELEBRADO ENTRE O MINISTÉRIO DA EDUCAÇÃO E A UNIVERSIDADE DE BRASÍLIA. O VALOR ORIGINAL DO CONTRATO, FICA SUPLEMENTADO EM R$ 763.900,83 (SETECENTOS E SESSENTA E TRÊS MIL, NOVECENTOS REAIS"
"400082023";"26000";"Ministério da Educação";"26271";"Fundação Universidade de Brasília";"154040";"FUNDACAO UNIVERSIDADE DE BRASILIA - UNB";"000012024";"25/06/2024";"Objetivo: O OBJETO DO PRESENTE TERMO ADITIVO É A PRORROGAÇÃO DOS PRAZOS DE EXECUÇÃO E DE VIGÊNCIA DO CONTRATO DE FUNDAÇÃO DE APOIO POR MAIS CENTO E OITENTA E TRÊS (183) DIAS CORRIDOS, RESPECTIVAMENTE, COM FUNDAMENTAÇÃO NO ART. 57, § 1º, INCISOS I E II, DA LEI N.º 8.666/93. O PRAZO DE EXECUÇÃO DE QUE TRATA A CLÁUSULA QUARTA DO INSTRUMENTO PRINCIPAL FICA PRORROGADO POR MAIS CENTO E OITENTA E TRÊS (183) DIAS CORRIDOS, A CONTAR DE 21 DE JUNHO DE 2024."
"675582023";"26000";"Ministério da Educação";"26271";"Fundação Universidade de Brasília";"154040";"FUNDACAO UNIVERSIDADE DE BRASILIA - UNB";"000012024";"25/11/2024";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO PRORROGAR O PRAZO DE VIGÊNCIA DO CONTRATO FIRMADO ENTRE AS PARTES EM 28/12/2023, VISANDO O APOIO DA FINATEC À EXECUÇÃO E AO DESENVOLVIMENTO DO PROJETO DE PESQUISA INTITULADO 'PLATAFORMA COOPERE - SAÚDE MENTAL. A COMUNIDADE DE PRÁTICA: FERRAMENTAS QUE POSSIBILITAM O DESENVOLVIMENTO DE PROCESSOS FORMATIVOS E COLABORATIVOS PARA A PRODUÇÃO DE EVIDÊNCIAS PARA ORGANIZAÇÃO DO PROCESSO DE TRABALHO DAS EQUIPES DE SAÚDE MENTAL E A TOMADA DE DECISÃO NO ÂMBITO "
"000022024";"26000";"Ministério da Educação";"26272";"Fundação Universidade do Maranhão";"154041";"FUNDACAO UNIVERSIDADE FEDERAL DO MARANHAO";"000012024";"23/02/2024";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO ADEQUAÇÃO DO PLANO DE TRABALHO À REALIZAÇÃO DAS METAS CONSONANTES NO PROJETO CURSO DE APERFEIÇOAMENTO HISTÓRIA, CULTURA E SOCIEDADE, COLÔMBIA E CABO-VERDE."
"000022024";"26000";"Ministério da Educação";"26272";"Fundação Universidade do Maranhão";"154041";"FUNDACAO UNIVERSIDADE FEDERAL DO MARANHAO";"000022024";"06/05/2024";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO ADEQUAÇÃO DO PLANO DE TRABALHO A PRORROGAÇÃO DO CONTRATO ATÉ 31/12/2024."
