"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Contrato";"Código Item Compra";"Descrição Item Compra";"Descrição Complementar Item Compra";"Quantidade Item";"Valor Item"
"52121";"Comando do Exército";"160142";"9.BATALHAO DE SUPRIMENTO";"000082024";"1601420600001202300019";"VERDURA IN NATURA";"VERDURA IN NATURA";"358";"8,72"
"29208";"Companhia de Pesquisa de Recursos Minerais";"495130";"COMPANHIA DE PESQUISA DE RECURSOS MINERAIS";"000082024";"4951300500119202300003";"DESENVOLVIMENTO, MANUTENÇÃO E EXTRAÇÃO";"AQUISIÇÃO DO MÓDULO 'ENGINEERING ANAYISIS' PARA A LICENÇA DO CARIS HIPS AND SIPS ID: D7398743-8BF0-47FB-99F9-DB696F186895.  - O SUPORTE TÉCNICO INCLUI O SERVIÇO DE INSTALAÇÃO, CONFIGURAÇÃO E ATUALIZAÇÃO DOS SOFTWARES.  - VALIDADE: 12 (DOZE) MESES A PARTIR DE JUNHO DE 2023.";"1";"40000,00"
"52121";"Comando do Exército";"160142";"9.BATALHAO DE SUPRIMENTO";"000082024";"1601420600001202300024";"VERDURA IN NATURA";"VERDURA IN NATURA";"191";"7,48"
"29208";"Companhia de Pesquisa de Recursos Minerais";"495130";"COMPANHIA DE PESQUISA DE RECURSOS MINERAIS";"000082024";"4951300500119202300002";"DESENVOLVIMENTO, MANUTENÇÃO E EXTRAÇÃO";"RENOVAÇÃO DO SUPORTE TÉCNICO DA LICENÇA PERPÉTUA CARIS HIPS &SIPS VERSÃO 11.4.20 (COM VALIDADE DIFERENTE), EM POSSE DA CPRM, PELO PERÍODO DE 17 (DEZESSETE)MESES.  - O SUPORTE TÉCNICO INCLUI O SERVIÇO DE INSTALAÇÃO, CONFIGURAÇÃO E ATUALIZAÇÃO DOS SOFTWARES.  - O PERÍODO DE RENOVAÇÃO LEVA EM CONSIDERAÇÃO OSMESES RETROATIVOS DESDE QUE A LICENÇA VENCEU, ATÉ O PERÍODO DE 12 MESES (JUNHO DE 2024 APROXIMADAMENTE).  - VALIDADE: 12 (DOZE) MESES A PARTIR DE JUNHO DE 2023.";"1";"42000,00"
"52121";"Comando do Exército";"160142";"9.BATALHAO DE SUPRIMENTO";"000082024";"1601420600001202300002";"FRUTA";"FRUTA";"320";"6,61"
"29208";"Companhia de Pesquisa de Recursos Minerais";"495130";"COMPANHIA DE PESQUISA DE RECURSOS MINERAIS";"000082024";"4951300500119202300001";"DESENVOLVIMENTO, MANUTENÇÃO E EXTRAÇÃO";"RENOVAÇÃO DO SUPORTE TÉCNICO DE LICENÇAS PERPÉTUAS CARIS HIPS & SIPS VERSÃO 11.4.20, EM POSSE DA CPRM, PELO PERÍODO DE 29 (VINTE E NOVE) MESES.  - O SUPORTE TÉCNICO INCLUI O SERVIÇO DE INSTALAÇÃO, CONFIGURAÇÃO E ATUALIZAÇÃO DOS SOFTWARES.  - O PERÍODO DE RENOVAÇÃO LEVA EM CONSIDERAÇÃO OS MESES RETROATIVOS DESDE QUE A LICENÇA VENCEU, ATÉ O PERÍODO DE 12 MESES (JUNHO DE 2024 APROXIMADAMENTE).  - VALIDADE: 12 (DOZE) MESES A PARTIR DE JUNHO DE 2023.";"2";"72325,00"
"52121";"Comando do Exército";"160142";"9.BATALHAO DE SUPRIMENTO";"000082024";"1601420600001202300001";"FRUTA";"FRUTA";"179";"5,52"
"26429";"Instituto Federal de Educação, Ciência e T";"158153";"INST.FED.DE EDUC.,CIENC.E TEC.DE GOIAS";"000082024";"1581530690625202300008";"INSTALAÇÃO/MANUTENÇÃO/OPERAÇÃO - ELÉTRICA";"SERVIÇO DE PARAMETRIZAÇÃO DO RELÉ DE PROTEÇÃO SECUNDÁRIO, CONFORME ESTUDO DE PROTEÇÃO A SER ELABORADO E APROVADO JUNTO À EQUATORIAL ENERGIA GOIÁS.";"1";"5000,00"
"52121";"Comando do Exército";"160142";"9.BATALHAO DE SUPRIMENTO";"000082024";"1601420600001202300014";"LEGUME IN NATURA, TIPO:BATATA DOCE";"LEGUME IN NATURA, TIPO:BATATA DOCE";"605";"3,84"
"26429";"Instituto Federal de Educação, Ciência e T";"158153";"INST.FED.DE EDUC.,CIENC.E TEC.DE GOIAS";"000082024";"1581530690625202300003";"INSTALAÇÃO E MONTAGEM DE SUBESTAÇÕES DE ENERGIA ELÉTRICA ATÉ500KV";"SERVIÇOS DE FORNECIMENTO, ADEQUAÇÃO E INSTALAÇÃO DOS BARRAMENTOS DE MÉDIA TENSÃO DA SUBESTAÇÃO PARA INSTALAÇÃO DE TRÊS TRANSFORMADORES DE POTENCIAL;";"1";"2985,00"
"52121";"Comando do Exército";"160142";"9.BATALHAO DE SUPRIMENTO";"000082024";"1601420600001202300016";"FRUTA";"FRUTA";"716";"3,88"
"26429";"Instituto Federal de Educação, Ciência e T";"158153";"INST.FED.DE EDUC.,CIENC.E TEC.DE GOIAS";"000082024";"1581530690625202300005";"MANUTENÇÃO / INSTALAÇÃO DE TRANSFORMADORES ACIMA DE 34,5KV";"SERVIÇO DE FORNECIMENTO E INSTALAÇÃO DE CINCO TRANSFORMADORES DE POTENCIAL ACESSÓRIOS AO SISTEMA DE PROTEÇÃO E SISTEMA AUXILIAR, EM MÉDIA TENSÃO (A SEREM DIMENSIONADOS NO PROJETO);";"5";"3580,00"
"52121";"Comando do Exército";"160142";"9.BATALHAO DE SUPRIMENTO";"000082024";"1601420600001202300018";"LEGUME IN NATURA";"LEGUME IN NATURA";"482";"4,17"
"26429";"Instituto Federal de Educação, Ciência e T";"158153";"INST.FED.DE EDUC.,CIENC.E TEC.DE GOIAS";"000082024";"1581530690625202300004";"MANUTENÇÃO / INSTALAÇÃO DE TRANSFORMADORES ACIMA DE 34,5KV";"SERVIÇOS DE FORNECIMENTO E INSTALAÇÃO DE TRÊS TRANSFORMADORES DE CORRENTE ACESSÓRIOS AO SISTEMA DE PROTEÇÃO EM MÉDIA TENSÃO (A SEREM DIMENSIONADOS NO PROJETO);";"3";"6152,00"
"52121";"Comando do Exército";"160142";"9.BATALHAO DE SUPRIMENTO";"000082024";"1601420600001202300027";"LEGUME IN NATURA";"LEGUME IN NATURA";"358";"6,68"
"26429";"Instituto Federal de Educação, Ciência e T";"158153";"INST.FED.DE EDUC.,CIENC.E TEC.DE GOIAS";"000082024";"1581530690625202300002";"ENERGIA ELÉTRICA - FORNECIMENTO MERCADO REGULADO";"ELABORAÇÃO DE ESTUDO DE COORDENAÇÃO E SELETIVIDADE DA PROTEÇÃO EM MÉDIA TENSÃO, COM APROVAÇÃO JUNTO À COMPANHIA DE ENERGIA ELÉTRICA LOCAL, CONSIDERANDO A CONEXÃO DO SISTEMA DE GERAÇÃO DISTRIBUÍDA FOTOVOLTAICA DE 108KWP QUE ESTÁ INSTALADO NO CAMPUS, A DEMANDA DE ENERGIA ELÉTRICA A SER CONTRATADA E O TRANSFORMADOR INSTALADO NO CAMPUS;";"1";"8100,00"
"52121";"Comando do Exército";"160142";"9.BATALHAO DE SUPRIMENTO";"000082024";"1601420600001202300022";"LEGUME IN NATURA";"LEGUME IN NATURA";"429";"4,05"
"26429";"Instituto Federal de Educação, Ciência e T";"158153";"INST.FED.DE EDUC.,CIENC.E TEC.DE GOIAS";"000082024";"1581530690625202300001";"ELABORAÇÃO , ANÁLISE PROJETO - ENGENHARIA";"CONTRATAÇÃO DE SERVIÇO DE ELABORAÇÃO DE PROJETO DE ADEQUAÇÃO DA SUBESTAÇÃO DE ENERGIA ELÉTRICA (CABINE DE MEDIÇÃO EM MÉDIA TENSÃO), DE ACORDO COM AS NORMAS NT.002.EQTL E NT.020.EQTL DA EQUATORIAL ENERGIA GOIÁS E NBR-14039 DA ASSOCIAÇÃO BRASILEIRA DE NORMAS TÉCNICAS, COM O OBJETIVO DE PREPARAR A INSTALAÇÕES EXISTENTES PARA CONEXÃO DE GERAÇÃO DISTRIBUÍDA (GD) FOTOVOLTAICA JUNTO AO SISTEMA DA COMPANHIA DE ENERGIA ELÉTRICA E SUA CONSEQUENTE COMPENSAÇÃO FINANCEIRA PELOS CRÉDITOS DE ENERGIA ELÉTRICA A SER INJETADA NO SISTEMA DE DISTRIBUIÇÃO. O PROJETO DE ADEQUAÇÃO DEVERÁ SER APROVADO JUNTO À COMPANHIA DE ENERGIA ELÉTRICA LOCAL.";"1";"10100,00"
"52121";"Comando do Exército";"160142";"9.BATALHAO DE SUPRIMENTO";"000082024";"1601420600001202300030";"FRUTA";"FRUTA";"286";"10,00"
"26429";"Instituto Federal de Educação, Ciência e T";"158153";"INST.FED.DE EDUC.,CIENC.E TEC.DE GOIAS";"000082024";"1581530690625202300006";"INSTALAÇÃO E MONTAGEM DE SUBESTAÇÕES DE ENERGIA ELÉTRICA ATÉ500KV";"ADEQUAÇÃO DAS INSTALAÇÕES ELÉTRICAS DO RACK DO DISJUNTOR DE MÉDIA TENSÃO EXISTENTE PARA AQUISIÇÃO DE SINAL DOS TRANSFORMADORES DE POTENCIAL (A SEREM INSTALADOS), COM O OBJETIVO DE ATENDER AO RELÉ SECUNDÁRIO DE PROTEÇÃO, CONFORME ABNT-NBR-14039, NT.002.EQTL E NT.020.EQTL;";"1";"5882,97"
"52121";"Comando do Exército";"160142";"9.BATALHAO DE SUPRIMENTO";"000082024";"1601420600001202300035";"FRUTA";"FRUTA";"180";"6,61"
"26429";"Instituto Federal de Educação, Ciência e T";"158153";"INST.FED.DE EDUC.,CIENC.E TEC.DE GOIAS";"000082024";"1581530690625202300007";"PEÇA REPOSIÇÃO PARA SUBESTAÇÃO";"APLICAÇÃO: SUBESTAÇÃO ELÉTRICA DE ALTA TENSÃO";"1";"31389,00"
"52121";"Comando do Exército";"160142";"9.BATALHAO DE SUPRIMENTO";"000082024";"1601420600001202300051";"VERDURA IN NATURA, TIPO:REPOLHO BRANCO / VERDE";"VERDURA IN NATURA, TIPO:REPOLHO BRANCO / VERDE";"150";"3,72"
"36201";"Fundação Oswaldo Cruz";"254445";"INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS";"000082024";"2544450500416202300002";"OUTSOURCING DE IMPRESSÃO - LOCAÇÃO PÁGINAS IMPRESSAS A4 POLICROMÁTICA SEM PAPEL";"QUANTIDDE PARA 12 MESES DE METRO PRODUZIDO EM PLOTTER";"32270";"2,88"
"52121";"Comando do Exército";"160142";"9.BATALHAO DE SUPRIMENTO";"000082024";"1601420600001202300038";"FRUTA";"FRUTA";"30";"4,83"
"36201";"Fundação Oswaldo Cruz";"254445";"INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS";"000082024";"2544450500416202300001";"OUTSOURCING DE IMPRESSÃO - LOCAÇÃO PÁGINAS IMPRESSAS A4 POLICROMÁTICA SEM PAPEL";"CONTRATAÇÃO DE SERVIÇO DE PLOTAGEM CONTEMPLANDO EQUIPAMENTOS, MANUTENÇÃO SUPORTE TECNICO, SUPRIMENTOS E CONSUMÍVEIS (EXCETO PAPEL)";"8";"9000,00"
"52121";"Comando do Exército";"160142";"9.BATALHAO DE SUPRIMENTO";"000082024";"1601420600001202300048";"LEGUME IN NATURA";"LEGUME IN NATURA";"72";"21,62"
"52121";"Comando do Exército";"160142";"9.BATALHAO DE SUPRIMENTO";"000082024";"1601420600001202300046";"LEGUME IN NATURA";"LEGUME IN NATURA";"72";"25,53"
"52121";"Comando do Exército";"160142";"9.BATALHAO DE SUPRIMENTO";"000082024";"1601420600001202300003";"LEGUME IN NATURA";"LEGUME IN NATURA";"10";"4,05"
"52121";"Comando do Exército";"160142";"9.BATALHAO DE SUPRIMENTO";"000082024";"1601420600001202300011";"FRUTA";"FRUTA";"61";"8,18"
"52121";"Comando do Exército";"160142";"9.BATALHAO DE SUPRIMENTO";"000082024";"1601420600001202300037";"LEGUME IN NATURA";"LEGUME IN NATURA";"49";"4,36"
"52121";"Comando do Exército";"160142";"9.BATALHAO DE SUPRIMENTO";"000082024";"1601420600001202300012";"FRUTA";"FRUTA";"64";"6,55"
"52121";"Comando do Exército";"160142";"9.BATALHAO DE SUPRIMENTO";"000082024";"1601420600001202300008";"VERDURA IN NATURA";"VERDURA IN NATURA";"699";"4,96"
"26403";"Instituto Federal do Amazonas";"158445";"IFAM - CAMPUS MANAUS CENTRO";"000092023";"1584450500008202300077";"PRESTAÇAO DE SERVIÇOS DE AGENCIAMENTO DE VIAGENS";"PRESTAÇAO DE SERVIÇOS DE AGENCIAMENTO DE VIAGENS";"150";"0,00"
"20701";"Instituto Brasileiro do Meio Ambiente e dos R";"193104";"IBAMA - SUPERINTENDENCIA DO CEARA/CE";"000092023";"1931040600020202300001";"INSTALAÇÃO/MANUTENÇÃO/OPERAÇÃO - ELÉTRICA";"INSTALAÇÃO/MANUTENÇÃO/OPERAÇÃO - ELÉTRICA";"1";"17200,00"
"26408";"Instituto Federal do Maranhão";"158296";"IFMA/CAMPUS S.R.MANGABEIRAS";"000092023";"1582960500002202300001";"FORNECIMENTO DE REFEIÇÕES , LANCHES , SALGADOS , DOCES";"FORNECIMENTO DE REFEIÇÕES / LANCHES / SALGADOS / DOCES";"52800";"15,90"
"20301";"Comissão Nacional de Energia Nuclear";"113210";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-LAPOC";"000092023";"1132100500004202300015";"GÁS COMPRIMIDO";"GÁS COMPRIMIDO";"12500";"11,65"
"52121";"Comando do Exército";"160068";"DEPARTAMENTO DE EDUCACAO E CULTURA DO EXERCIT";"000092023";"1600680500004202200016";"AR CONDICIONADO - MANUTENÇÃO DE SISTEMAS / LIMPEZA";"SERVIÇO DE AMPLIAÇÃO DA LINHA FRIGORÍGENA DE INTERLIGAÇÃO DA CONDENSADORA E EV APORADORA COM APLICAÇÃO DOS MATERIAIS NECESSARIOS PARA INTERLIGAÇÕES FRIGORÍGE NAS, ELÉTRICA, 1KG DE CARGA DE GAS E HIDRULICA. A LICITANTE DEVERÁ INDICAR DET ALHADAMENTE OS RESPECTIVOS MATERIAIS NECESSARIOS NA UTILIZAÇÃO DA RESPECTIVA A MPLIAÇÃO.";"140";"267,02"
"46000";"Ministério da Gestão e da Inovação em Ser";"170069";"SUPERINTENDENCIA REG. ADM. DO MGI - SERGIPE";"000092023";"1700690500003202300002";"ADMINISTRAÇÃO / GERENCIAMENTO-MANUTENÇÃO VEÍCULO AUTOMOTIVO";"ADMINISTRACAO / GERENCIAMENTO-MANUTENCAO VEICULO AUTOMOTIVO - SERVIÇO DE IMPLANTAÇÃO E OPERAÇÃO DE SISTEMA INFORMATIZADO E INTEGRADO DE GESTÃO DE FROTA, CONTEMPLANDO MÓDULO DE GERENCIAMENTO E CONTROLE DE MANUTENÇÃO PREVENTIVA E CORRETIVA, FORNECIMENTO DE PECAS, ACESSÓRIOS E PNEUS /CÂMARAS DE AR, FILTROS, ADITIVOS, ÓLEOS LUBRIFICANTES, SERVIÇOS DE LAVAGENS E DE BORRACHARIA E ESPECIALIZADOS EM GERAL COMO REBOQUE, RETIFICA DE MOTORES, LATARIA, PINTURA, ESTOFAMENTO, ELÉTRICA, ALINHAMENTO E BALANCEAMENTO DE RODAS, DESTINADOS  AOS VEÍCULOS E UTILITÁRIOS AUTOMOTORES INSTITUCIONAIS, INCLUÍDOS AQUELES LOCADOS, OU CEDIDOS.PERCENTUAL DE DESCONTO MÍNIMO ACEITÁVEL 22.32%.";"1";"78822,97"
"26403";"Instituto Federal do Amazonas";"158445";"IFAM - CAMPUS MANAUS CENTRO";"000092023";"1584450500008202300082";"FORNECIMENTO DE PASSAGEM FLUVIAL";"FORNECIMENTO DE PASSAGEM FLUVIAL";"1";"291,77"
"52121";"Comando do Exército";"160143";"HOSPITAL MILITAR DE AREA DE CAMPO GRANDE";"000092023";"1601430700015202300001";"ASSISTÊNCIA MÉDICA - HOSPITALAR / DOMICILIAR COMPLEMENTAR DESAÚDE / CONVÊNIO";"PRESTAÇÃO DE SERVIÇOS MÉDICOS ESPECIALIZADOS, DE NATUREZA CONTÍNUA, NAS ÁREAS DE CLÍNICO GERAL (CONSULTAS) ORTOPEDIA, NEUROCIRURGIA, CARDIOLOGIA, FISIATRIA, FISIOTERAPIA, CIRURGIA VASCULAR, E EXAMES DE IMAGINOLOGIA  US E RAIO X (COM EMISSÃO DOS RESPECTIVOS LAUDOS).";"1";"1500000,00"
"20701";"Instituto Brasileiro do Meio Ambiente e dos R";"193101";"IBAMA - SUPERINTENDENCIA DE ALAGOAS/AL";"000092023";"1931010500004202300001";"ELABORAÇÃO , ANÁLISE PROJETO - ENGENHARIA";"ELABORAÇÃO DE PROJETO DE REFORMA E AMPLIAÇÃO DO CETAS MACEIÓ";"1";"59000,00"
"46000";"Ministério da Gestão e da Inovação em Ser";"170069";"SUPERINTENDENCIA REG. ADM. DO MGI - SERGIPE";"000092023";"1700690500003202300001";"CONTROLE DE ABASTECIMENTO DE VEÍCULOS";"CONTROLE DE ABASTECIMENTO DE VEICULOS - SERVIÇO DE IMPLANTAÇÃO E OPERAÇÃO DE SISTEMA INFORMATIZADO E INTEGRADO DE GESTÃO DE FROTA, CONTEMPLANDO MÓDULO DE GERENCIAMENTO E CONTROLE DE AQUISIÇÃO DE COMBUSTÍVEIS, DESTINADOS AOS VEÍCULOSE UTILITÁRIOS AUTOMOTORES INSTITUCIONAIS, INCLUÍDOS AQUELES LOCADOS, OU CEDIDOS. PERCENTUAL DE DESCONTO MÍNIMO ACEITÁVEL 4,49%.";"1";"119324,60"
"26403";"Instituto Federal do Amazonas";"158445";"IFAM - CAMPUS MANAUS CENTRO";"000092023";"1584450500008202300078";"CONTRATAÇÃO DE PASSAGEM AÉREA JUNTO A COMPANHIA CREDENCIADA";"CONTRATAÇÃO DE PASSAGEM AÉREA JUNTO A COMPANHIA CREDENCIADA";"3";"2605,89"
"52121";"Comando do Exército";"160199";"HOSPITAL MILITAR DE AREA DE RECIFE";"000092023";"1601990500032202300003";"PRESTAÇÃO DE SERVIÇOS DE PORTARIA / RECEPÇÃO";"PRESTAÇÃO DE SERVIÇOS DE PORTARIA / RECEPÇÃO";"12";"3262,86"
"25000";"Ministério da Fazenda - Unidades com víncul";"170008";"PROCURADORIA GERAL DA FAZENDA NACIONAL";"000092023";"1700080790029202300001";"SERVIÇO EDUCACIONAL - PÓS - GRADUAÇÃO / DOUTORADO";"SERVIÇO EDUCACIONAL - PÓS - GRADUAÇÃO / DOUTORADO";"25";"115066,00"
"26403";"Instituto Federal do Amazonas";"158445";"IFAM - CAMPUS MANAUS CENTRO";"000092023";"1584450500008202300080";"FORNECIMENTO PASSAGEM RODOVIÁRIA";"FORNECIMENTO PASSAGEM RODOVIÁRIA";"1";"205,41"
"52121";"Comando do Exército";"160199";"HOSPITAL MILITAR DE AREA DE RECIFE";"000092023";"1601990500032202300002";"PRESTAÇÃO DE SERVIÇOS DE PORTARIA / RECEPÇÃO";"PRESTAÇÃO DE SERVIÇOS DE PORTARIA / RECEPÇÃO";"12";"3917,77"
"26408";"Instituto Federal do Maranhão";"154856";"IFMA/CAMPUS VIANA";"000092023";"1548560500001202300008";"GRÁFICO - IMPRESSOS / PLASTIFICAÇÃO / ACABAMENTO";"GRÁFICO - IMPRESSOS / PLASTIFICAÇÃO / ACABAMENTO";"100";"55,00"
"52121";"Comando do Exército";"160102";"41 BATALHAO DE INFANTARIA MOTORIZADO";"000092023";"1601020700001202000001";"ANÁLISE CLÍNICA, ANATOMIA PATOLÓGICA E CITOPATOLOGIA";"ANÁLISE CLÍNICA, ANATOMIA PATOLÓGICA E CITOPATOLOGIA";"60";"1666,66"
"52121";"Comando do Exército";"160199";"HOSPITAL MILITAR DE AREA DE RECIFE";"000092023";"1601990500032202300001";"PRESTAÇÃO DE SERVIÇOS DE PORTARIA / RECEPÇÃO";"PRESTAÇÃO DE SERVIÇOS DE PORTARIA / RECEPÇÃO";"12";"112314,96"
"26408";"Instituto Federal do Maranhão";"154856";"IFMA/CAMPUS VIANA";"000092023";"1548560500001202300010";"GRÁFICO - IMPRESSOS / PLASTIFICAÇÃO / ACABAMENTO";"GRÁFICO - IMPRESSOS / PLASTIFICAÇÃO / ACABAMENTO";"1000";"2,40"
"52131";"Comando da Marinha";"767100";"SERVICO DE ASSISTENCIA SOCIAL DA MARINHA";"000092023";"7671000700009202300001";"SERVIÇO ESPECIALIZADO EM ASSISTÊNCIA SOCIAL";"SERVIÇO ESPECIALIZADO EM ASSISTÊNCIA SOCIAL";"1";"2248,29"
"20411";"Instituto do Patrimônio Histórico e Artíst";"343001";"SUPERINTENDENCIA DO IPHAN AMAZONAS, IPHAN-AM";"000092023";"3430010600004202300001";"OBRAS CIVIS DE EDIFICAÇÃO PREDIAIS";"OBRAS CIVIS DE EDIFICAÇÃO PREDIAIS";"1";"58485,00"
"26408";"Instituto Federal do Maranhão";"154856";"IFMA/CAMPUS VIANA";"000092023";"1548560500001202300009";"GRÁFICO - IMPRESSOS / PLASTIFICAÇÃO / ACABAMENTO";"GRÁFICO - IMPRESSOS / PLASTIFICAÇÃO / ACABAMENTO";"1000";"6,00"
"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"000092023";"1206290700021202300001";"ASSISTÊNCIA MÉDICA - HOSPITALAR / DOMICILIAR COMPLEMENTAR DESAÚDE / CONVÊNIO";"CREDENCIAMENTO, NO ESTADO DO RIO GRANDE DO SUL, DE PESSOA JURÍDICA INTERESSADA NA PRESTAÇÃO DE SERVIÇOS DE APOIO MULTIDISCIPLINAR, CONFORME PROPOSTA CONSTANTE NO PAG, AOS BENEFICIÁRIOS DO SISTEMA DE SAÚDE DA AERONÁUTICA (SISAU) E, EVENTUALMENTE, AOS BENEFICIÁRIOS DO SISTEMA DE SAÚDE DE OUTRAS FORÇAS SINGULARES.";"1";"261479,33"
"26408";"Instituto Federal do Maranhão";"154856";"IFMA/CAMPUS VIANA";"000092023";"1548560500001202300012";"GRÁFICO - IMPRESSOS / PLASTIFICAÇÃO / ACABAMENTO";"GRÁFICO - IMPRESSOS / PLASTIFICAÇÃO / ACABAMENTO";"15";"230,00"
"26405";"Instituto Federal do Ceará";"158952";"CAMPUS TAUA/IFCE";"000092023";"1589520200001202300001";"OBRAS CIVIS PÚBLICAS ( CONSTRUÇÃO )";"CONTRATAÇÃO DE REFORMA DO BLOCO PARA ADEQUAR AS INSTALAÇÕES DE QUATRO AMBIENTE DO BLOCO COM 4 (QUATRO) SALAS E CONSTRUÇÃO DE BLOCO DE APOIO.";"1";"672412,79"
"26408";"Instituto Federal do Maranhão";"154856";"IFMA/CAMPUS VIANA";"000092023";"1548560500001202300011";"CONFECÇÃO DE CRACHÁS";"CONFECÇÃO DE CRACHÁS";"1000";"3,20"
"52121";"Comando do Exército";"160297";"COMANDO DA 1ª DIVISAO DE EXERCITO";"000092023";"1602970500017202300001";"CONCESSÃO USO - ÁREA / IMÓVEL PÚBLICO";"CONCESSÃO USO - ÁREA / IMÓVEL PÚBLICO";"1";"4900,00"
"26408";"Instituto Federal do Maranhão";"154856";"IFMA/CAMPUS VIANA";"000092023";"1548560500001202300015";"GRÁFICO - IMPRESSOS / PLASTIFICAÇÃO / ACABAMENTO";"GRÁFICO - IMPRESSOS / PLASTIFICAÇÃO / ACABAMENTO";"100";"50,00"
"52121";"Comando do Exército";"160491";"COMISSAO REGIONAL DE OBRAS/2";"000092023";"1604910300002202300001";"OBRAS CIVIS PÚBLICAS ( CONSTRUÇÃO )";"OBRAS CIVIS PÚBLICAS ( CONSTRUÇÃO )";"1";"11772496,40"
"26408";"Instituto Federal do Maranhão";"154856";"IFMA/CAMPUS VIANA";"000092023";"1548560500001202300014";"GRÁFICO - IMPRESSOS / PLASTIFICAÇÃO / ACABAMENTO";"GRÁFICO - IMPRESSOS / PLASTIFICAÇÃO / ACABAMENTO";"20";"7,10"
"30802";"Polícia Rodoviária Federal";"200124";"SUPERINTENDENCIA DA PRF NO MARANHAO.";"000092023";"2001240600017202300001";"ELABORAÇÃO , ANÁLISE PROJETO - ENGENHARIA";"ELABORAÇÃO / ANÁLISE PROJETO - ENGENHARIA";"1";"79517,62"
"26408";"Instituto Federal do Maranhão";"154856";"IFMA/CAMPUS VIANA";"000092023";"1548560500001202300019";"CONFECÇÃO BOLSA";"CONFECÇÃO BOLSA";"100";"16,80"
"52121";"Comando do Exército";"160745";"CENTRO DE DESENVOLVIMENTO DE SISTEMAS";"000092023";"1607450500003202200010";"SERVIÇO ENGENHARIA";"SERVIÇO COMUM DE ENGENHARIA DE TELECOMUNICAÇÕES E ELETRÔNICA PARA REMANEJAMENT O DE INFRAESTRUTURA ELÉTRICA PREDIAL E ELEMENTOS DE FORNECIMENTO DE ENERGIA IN INTERRUPTA ADEQUADOS À REDE DE TELECOMUNICAÇÕES, COM FORNECIMENTO DE MATERIAL,  CONFORME ESPECIFICAÇÕES TÉCNICAS MÍNIMAS DESCRITAS NO TERMO DE REFERÊNCIA E SEUS APÊNDICES";"1";"24458,27"
"26408";"Instituto Federal do Maranhão";"154856";"IFMA/CAMPUS VIANA";"000092023";"1548560500001202300018";"CONFECÇÃO BOLSA";"CONFECÇÃO BOLSA";"100";"64,30"
"52121";"Comando do Exército";"160165";"8º BATALHAO DE SUPRIMENTO DE SELVA";"000092023";"1601650600052202300001";"AUDITORIA EM ÁREA DE QUALIDADE";"AUDITORIA EM ÁREA DE QUALIDADE - SERVIÇO DE TREINAMENTO NA ÁREA DE GESTÃO DE QUALIDADE COM OS SEGUINTES CURSOS: A) NORMA ISSO 9001:2015- SISTEMA DE GESTÃO DA QUALIDADE; B) CAPACITAÇÃO DE REPRESENTANTE DA DIREÇÃO PARA O SISTEMA DE GESTÃO DE QUALIDADE; E C) FORMAÇÃO DE AUDITORES INTERNOS DO SISTEMA DE GESTÃO DA QUALIDADE NAS NORMAS ISO 9001:2015";"1";"18000,00"
"26408";"Instituto Federal do Maranhão";"154856";"IFMA/CAMPUS VIANA";"000092023";"1548560500001202300017";"SERVIÇO GRÁFICO - POLICROMIA";"SERVIÇO GRÁFICO - POLICROMIA";"100";"16,70"
"52121";"Comando do Exército";"160745";"CENTRO DE DESENVOLVIMENTO DE SISTEMAS";"000092023";"1607450500003202200005";"SERVIÇO ENGENHARIA";"SERVIÇO COMUM DE ENGENHARIA DE TELECOMUNICAÇÕES E ELETRÔNICA PARA INSTALAÇÃO, CONFIGURAÇÃO, TESTES E CERTIFICAÇÃO DE INFRAESTRUTURA DE TELECOMUNICAÇÕES, COM FORNECIMENTO DE MATERIAL, CONFORME ESPECIFICAÇÕES TÉCNICAS MÍNIMAS DESCRITAS NO TERMO DE REFERÊNCIA E SEUS APÊNDICES";"2";"65000,00"
"26408";"Instituto Federal do Maranhão";"154856";"IFMA/CAMPUS VIANA";"000092023";"1548560500001202300013";"GRÁFICO - IMPRESSOS / PLASTIFICAÇÃO / ACABAMENTO";"GRÁFICO - IMPRESSOS / PLASTIFICAÇÃO / ACABAMENTO";"1000";"8,00"
"52121";"Comando do Exército";"160745";"CENTRO DE DESENVOLVIMENTO DE SISTEMAS";"000092023";"1607450500003202200001";"SERVIÇO ENGENHARIA";"SERVIÇO COMUM DE ENGENHARIA DE TELECOMUNICAÇÕES E ELETRÔNICA PARA INSTALAÇÃO, CONECTORIZAÇÃO E CERTIFICAÇÃO DE INFRAESTRUTURA ÓPTICA DE TELECOMUNICAÇÕES, CO M FORNECIMENTO DE MATERIAL, CONFORME ESPECIFICAÇÕES TÉCNICAS MÍNIMAS DESCRITAS NO TERMO DE REFERÊNCIA E SEUS APÊNDICES";"4";"3800,00"
"26408";"Instituto Federal do Maranhão";"154856";"IFMA/CAMPUS VIANA";"000092023";"1548560500001202300016";"SERVIÇO GRÁFICO - POLICROMIA";"SERVIÇO GRÁFICO - POLICROMIA";"100";"21,00"
